dteday,yr,mnth,weekday,season,is_holiday,is_weekend,workingday,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_observed
2015-03-26,2015,3,4,0.0,0.0,0.0,1,7.0,8.42,6.19,70.38,20.83,20305,24
2015-03-27,2015,3,5,0.0,0.0,0.0,1,2.0,8.83,6.92,60.5,15.73,26348,24
2015-03-28,2015,3,6,0.0,0.0,1.0,0,3.0,11.56,11.15,80.12,22.9,18986,24
2015-03-29,2015,3,0,0.0,0.0,1.0,0,7.0,11.3,10.09,77.45,30.77,8592,23
2015-03-30,2015,3,1,0.0,0.0,0.0,1,7.0,9.62,7.4,64.56,26.33,22106,24
2015-03-31,2015,3,2,0.0,0.0,0.0,1,7.0,10.85,9.7,55.15,41.9,22602,20
2015-04-01,2015,4,3,0.0,0.0,0.0,1,2.0,8.5,4.94,59.85,31.71,23539,24
2015-04-02,2015,4,4,0.0,0.0,0.0,1,7.0,9.06,7.12,66.35,14.81,22682,24
2015-04-03,2015,4,5,0.0,1.0,0.0,0,7.0,9.4,8.58,88.08,7.92,11298,24
2015-04-04,2015,4,6,0.0,0.0,1.0,0,7.0,8.87,7.02,77.7,12.26,12864,23
2015-04-05,2015,4,0,0.0,0.0,1.0,0,7.0,8.79,8.27,71.12,7.02,19369,24
2015-04-06,2015,4,1,0.0,1.0,0.0,0,3.0,9.25,7.77,73.58,13.35,25439,24
2015-04-07,2015,4,2,0.0,0.0,0.0,1,1.0,11.08,10.92,68.06,6.6,29441,24
2015-04-08,2015,4,3,0.0,0.0,0.0,1,1.0,11.75,11.38,73.96,11.02,30643,24
2015-04-09,2015,4,4,0.0,0.0,0.0,1,4.0,10.5,9.56,79.31,10.56,31520,24
2015-04-10,2015,4,5,0.0,0.0,0.0,1,1.0,13.04,12.54,68.0,11.92,32052,24
2015-04-11,2015,4,6,0.0,0.0,1.0,0,1.0,11.62,11.12,58.92,21.69,25113,24
2015-04-12,2015,4,0,0.0,0.0,1.0,0,1.0,11.79,10.92,58.65,20.21,29204,24
2015-04-13,2015,4,1,0.0,0.0,0.0,1,4.0,11.6,11.17,68.77,9.73,28048,24
2015-04-14,2015,4,2,0.0,0.0,0.0,1,1.0,15.65,14.9,60.77,17.17,34519,24
2015-04-15,2015,4,3,0.0,0.0,0.0,1,1.0,17.54,17.21,51.9,14.06,37470,24
2015-04-16,2015,4,4,0.0,0.0,0.0,1,2.0,11.69,10.9,66.96,19.62,30489,24
2015-04-17,2015,4,5,0.0,0.0,0.0,1,1.0,10.58,8.92,63.62,23.65,29796,24
2015-04-18,2015,4,6,0.0,0.0,1.0,0,2.0,9.65,8.15,63.88,22.58,29595,24
2015-04-19,2015,4,0,0.0,0.0,1.0,0,4.0,8.42,6.67,67.81,11.6,19736,24
2015-04-20,2015,4,1,0.0,0.0,0.0,1,1.0,11.06,10.44,64.44,13.85,32057,24
2015-04-21,2015,4,2,0.0,0.0,0.0,1,1.0,11.38,10.85,61.6,12.75,34908,24
2015-04-22,2015,4,3,0.0,0.0,0.0,1,3.0,10.4,9.48,72.48,16.85,32381,24
2015-04-23,2015,4,4,0.0,0.0,0.0,1,4.0,10.4,9.02,71.67,13.21,32773,24
2015-04-24,2015,4,5,0.0,0.0,0.0,1,1.0,13.02,12.69,68.65,14.17,32102,24
2015-04-25,2015,4,6,0.0,0.0,1.0,0,7.0,14.15,14.15,75.15,18.4,25194,24
2015-04-26,2015,4,0,0.0,0.0,1.0,0,3.0,9.65,8.29,83.33,11.19,19427,24
2015-04-27,2015,4,1,0.0,0.0,0.0,1,1.0,9.27,8.38,55.58,10.48,30489,24
2015-04-28,2015,4,2,0.0,0.0,0.0,1,1.0,9.71,7.88,53.48,23.04,31783,24
2015-04-29,2015,4,3,0.0,0.0,0.0,1,7.0,9.85,8.0,71.31,18.65,26030,24
2015-04-30,2015,4,4,0.0,0.0,0.0,1,2.0,10.75,9.44,57.75,18.29,31621,24
2015-05-01,2015,5,5,0.0,0.0,0.0,1,2.0,9.08,7.23,64.25,18.88,29579,24
2015-05-02,2015,5,6,0.0,0.0,1.0,0,1.0,9.75,8.44,74.52,21.06,22231,24
2015-05-03,2015,5,0,0.0,0.0,1.0,0,7.0,14.56,14.5,80.38,21.75,21165,24
2015-05-04,2015,5,1,0.0,1.0,0.0,0,7.0,14.6,14.6,67.21,18.81,26795,24
2015-05-05,2015,5,2,0.0,0.0,0.0,1,2.0,14.65,14.65,69.35,31.04,26488,24
2015-05-06,2015,5,3,0.0,0.0,0.0,1,7.0,12.5,12.25,70.54,32.17,24438,24
2015-05-07,2015,5,4,0.0,0.0,0.0,1,2.0,13.17,13.1,62.31,19.62,31144,24
2015-05-08,2015,5,5,0.0,0.0,0.0,1,1.0,13.08,12.98,71.17,12.1,26878,24
2015-05-09,2015,5,6,0.0,0.0,1.0,0,3.0,14.81,14.81,59.4,26.27,27810,24
2015-05-10,2015,5,0,0.0,0.0,1.0,0,3.0,14.77,14.65,66.58,13.69,32226,24
2015-05-11,2015,5,1,0.0,0.0,0.0,1,2.0,17.33,17.33,64.52,17.25,33719,24
2015-05-12,2015,5,2,0.0,0.0,0.0,1,2.0,14.56,14.56,53.42,23.23,33820,24
2015-05-13,2015,5,3,0.0,0.0,0.0,1,1.0,13.75,13.35,56.48,11.67,36699,24
2015-05-14,2015,5,4,0.0,0.0,0.0,1,7.0,9.9,7.9,84.96,21.38,15609,24
2015-05-15,2015,5,5,0.0,0.0,0.0,1,7.0,11.79,11.02,69.54,14.06,32343,24
2015-05-16,2015,5,6,0.0,0.0,1.0,0,1.0,15.15,15.15,59.88,19.92,32526,24
2015-05-17,2015,5,0,0.0,0.0,1.0,0,1.0,13.58,13.25,56.4,17.17,31323,24
2015-05-18,2015,5,1,0.0,0.0,0.0,1,7.0,12.42,11.98,68.29,25.1,24288,24
2015-05-19,2015,5,2,0.0,0.0,0.0,1,2.0,10.92,9.5,63.12,24.27,28331,24
2015-05-20,2015,5,3,0.0,0.0,0.0,1,7.0,11.52,10.46,61.19,18.69,30534,24
2015-05-21,2015,5,4,0.0,0.0,0.0,1,1.0,14.62,14.02,53.02,15.75,34833,24
2015-05-22,2015,5,5,0.0,0.0,0.0,1,3.0,15.69,15.4,65.71,13.67,33435,24
2015-05-23,2015,5,6,0.0,0.0,1.0,0,3.0,14.67,14.67,68.94,15.02,23849,24
2015-05-24,2015,5,0,0.0,0.0,1.0,0,3.0,15.79,15.79,64.31,11.48,30018,24
2015-05-25,2015,5,1,0.0,1.0,0.0,0,4.0,13.75,13.75,60.88,13.6,29502,24
2015-05-26,2015,5,2,0.0,0.0,0.0,1,1.0,14.92,14.92,60.06,14.6,34809,24
2015-05-27,2015,5,3,0.0,0.0,0.0,1,1.0,14.79,14.54,56.42,16.69,36407,24
2015-05-28,2015,5,4,0.0,0.0,0.0,1,1.0,15.04,15.04,49.94,23.21,34387,24
2015-05-29,2015,5,5,0.0,0.0,0.0,1,2.0,12.38,12.38,64.04,22.21,26023,24
2015-05-30,2015,5,6,0.0,0.0,1.0,0,1.0,13.08,12.42,57.77,17.83,29206,24
2015-05-31,2015,5,0,0.0,0.0,1.0,0,7.0,13.85,13.85,72.88,22.33,14998,24
2015-06-01,2015,6,1,1.0,0.0,0.0,1,7.0,12.1,11.44,62.83,23.65,27864,24
2015-06-02,2015,6,2,1.0,0.0,0.0,1,7.0,15.67,15.67,75.02,33.52,27939,24
2015-06-03,2015,6,3,1.0,0.0,0.0,1,1.0,16.12,16.12,53.06,17.58,35377,24
2015-06-04,2015,6,4,1.0,0.0,0.0,1,1.0,17.0,16.83,56.33,12.85,39451,24
2015-06-05,2015,6,5,1.0,0.0,0.0,1,1.0,19.83,19.83,63.5,19.45,34563,21
2015-06-06,2015,6,6,1.0,0.0,1.0,0,2.0,15.27,15.23,51.19,23.79,32820,24
2015-06-07,2015,6,0,1.0,0.0,1.0,0,1.0,15.0,14.92,55.98,12.52,35407,24
2015-06-08,2015,6,1,1.0,0.0,0.0,1,1.0,13.6,13.54,63.85,13.54,32587,24
2015-06-09,2015,6,2,1.0,0.0,0.0,1,2.0,12.04,11.31,59.19,21.02,33255,24
2015-06-10,2015,6,3,1.0,0.0,0.0,1,4.0,13.98,13.81,57.83,21.96,35707,24
2015-06-11,2015,6,4,1.0,0.0,0.0,1,1.0,16.81,16.69,63.1,20.42,38808,24
2015-06-12,2015,6,5,1.0,0.0,0.0,1,1.0,18.75,18.75,69.58,12.21,35172,24
2015-06-13,2015,6,6,1.0,0.0,1.0,0,4.0,17.46,17.46,77.35,18.33,30298,24
2015-06-14,2015,6,0,1.0,0.0,1.0,0,3.0,14.85,14.85,78.5,13.15,25235,24
2015-06-15,2015,6,1,1.0,0.0,0.0,1,4.0,14.27,14.27,64.71,16.88,34558,24
2015-06-16,2015,6,2,1.0,0.0,0.0,1,1.0,17.04,16.9,58.54,8.12,37923,24
2015-06-17,2015,6,3,1.0,0.0,0.0,1,1.0,19.65,19.65,65.54,21.92,38591,24
2015-06-18,2015,6,4,1.0,0.0,0.0,1,1.0,17.88,17.88,57.25,18.08,38687,24
2015-06-19,2015,6,5,1.0,0.0,0.0,1,2.0,16.35,16.35,58.54,16.02,35966,24
2015-06-20,2015,6,6,1.0,0.0,1.0,0,7.0,16.65,16.65,74.81,9.75,26295,24
2015-06-21,2015,6,0,1.0,0.0,1.0,0,3.0,17.46,17.46,62.69,23.04,30393,24
2015-06-22,2015,6,1,1.0,0.0,0.0,1,7.0,14.69,14.69,70.85,20.92,29557,24
2015-06-23,2015,6,2,1.0,0.0,0.0,1,3.0,15.81,15.81,60.44,14.1,37472,24
2015-06-24,2015,6,3,1.0,0.0,0.0,1,1.0,18.62,18.44,57.21,16.08,38940,24
2015-06-25,2015,6,4,1.0,0.0,0.0,1,1.0,19.65,19.58,56.98,13.54,38673,24
2015-06-26,2015,6,5,1.0,0.0,0.0,1,1.0,20.6,20.6,55.25,15.92,37019,24
2015-06-27,2015,6,6,1.0,0.0,1.0,0,2.0,19.54,19.21,57.35,17.0,36581,24
2015-06-28,2015,6,0,1.0,0.0,1.0,0,2.0,19.12,19.12,64.25,15.33,25706,24
2015-06-29,2015,6,1,1.0,0.0,0.0,1,1.0,20.58,20.46,54.65,13.42,39082,24
2015-06-30,2015,6,2,1.0,0.0,0.0,1,1.0,22.38,22.0,50.35,14.9,43326,24
2015-07-01,2015,7,3,1.0,0.0,0.0,1,1.0,27.38,27.44,50.98,17.31,42641,24
2015-07-02,2015,7,4,1.0,0.0,0.0,1,1.0,22.29,22.29,64.56,15.21,38262,24
2015-07-03,2015,7,5,1.0,0.0,0.0,1,1.0,19.92,19.88,63.67,17.46,39611,24
2015-07-04,2015,7,6,1.0,0.0,1.0,0,1.0,22.23,22.23,66.17,17.44,38283,24
2015-07-05,2015,7,0,1.0,0.0,1.0,0,7.0,18.65,18.6,64.67,13.73,29716,24
2015-07-06,2015,7,1,1.0,0.0,0.0,1,1.0,18.98,18.73,58.98,15.48,38620,24
2015-07-07,2015,7,2,1.0,0.0,0.0,1,1.0,19.46,19.35,58.12,21.52,37908,24
2015-07-08,2015,7,3,1.0,0.0,0.0,1,7.0,17.81,17.81,62.44,23.83,41703,24
2015-07-09,2015,7,4,1.0,0.0,0.0,1,2.0,17.79,17.54,48.98,12.98,72504,24
2015-07-10,2015,7,5,1.0,0.0,0.0,1,1.0,20.83,20.33,47.23,12.85,42779,24
2015-07-11,2015,7,6,1.0,0.0,1.0,0,1.0,21.38,21.29,54.23,17.42,42091,24
2015-07-12,2015,7,0,1.0,0.0,1.0,0,7.0,18.52,18.52,75.48,21.69,23240,24
2015-07-13,2015,7,1,1.0,0.0,0.0,1,7.0,18.96,18.96,81.46,20.04,26920,23
2015-07-14,2015,7,2,1.0,0.0,0.0,1,7.0,19.42,19.42,76.65,15.98,35348,24
2015-07-15,2015,7,3,1.0,0.0,0.0,1,7.0,19.65,19.65,76.92,12.0,34574,24
2015-07-16,2015,7,4,1.0,0.0,0.0,1,3.0,19.92,19.92,65.48,22.04,39306,24
2015-07-17,2015,7,5,1.0,0.0,0.0,1,3.0,20.44,20.44,62.71,19.96,38505,24
2015-07-18,2015,7,6,1.0,0.0,1.0,0,1.0,18.71,18.46,53.96,17.58,38491,24
2015-07-19,2015,7,0,1.0,0.0,1.0,0,1.0,20.0,19.71,49.29,18.98,36693,24
2015-07-20,2015,7,1,1.0,0.0,0.0,1,3.0,19.14,19.14,77.88,13.36,27163,21
2015-07-21,2015,7,2,1.0,0.0,0.0,1,1.0,20.4,20.4,58.35,22.4,40696,24
2015-07-22,2015,7,3,1.0,0.0,0.0,1,2.0,19.33,19.23,60.96,17.75,37915,24
2015-07-23,2015,7,4,1.0,0.0,0.0,1,2.0,18.17,18.12,56.52,13.56,39092,24
2015-07-24,2015,7,5,1.0,0.0,0.0,1,7.0,15.85,15.85,75.42,11.46,16034,24
2015-07-25,2015,7,6,1.0,0.0,1.0,0,7.0,16.69,16.69,61.71,19.92,32608,24
2015-07-26,2015,7,0,1.0,0.0,1.0,0,7.0,15.46,15.46,77.62,16.25,12398,24
2015-07-27,2015,7,1,1.0,0.0,0.0,1,3.0,17.77,17.77,67.19,28.21,31904,24
2015-07-28,2015,7,2,1.0,0.0,0.0,1,2.0,17.12,17.12,58.79,27.85,36101,24
2015-07-29,2015,7,3,1.0,0.0,0.0,1,2.0,15.83,15.83,60.9,19.67,36761,24
2015-07-30,2015,7,4,1.0,0.0,0.0,1,2.0,15.94,15.94,60.21,14.85,36145,24
2015-07-31,2015,7,5,1.0,0.0,0.0,1,1.0,16.96,16.9,58.65,8.19,36675,24
2015-08-01,2015,8,6,1.0,0.0,1.0,0,1.0,17.67,17.56,55.69,12.6,43017,24
2015-08-02,2015,8,0,1.0,0.0,1.0,0,2.0,19.79,19.54,57.77,12.5,43295,24
2015-08-03,2015,8,1,1.0,0.0,0.0,1,3.0,19.83,19.83,68.25,17.62,35402,24
2015-08-04,2015,8,2,1.0,0.0,0.0,1,1.0,18.27,18.25,61.0,22.92,37644,24
2015-08-05,2015,8,3,1.0,0.0,0.0,1,1.0,18.38,18.35,64.56,11.06,38770,24
2015-08-06,2015,8,4,1.0,0.0,0.0,1,1.0,19.44,19.44,67.71,14.9,63468,24
2015-08-07,2015,8,5,1.0,0.0,0.0,1,2.0,19.52,19.52,62.71,8.96,39486,24
2015-08-08,2015,8,6,1.0,0.0,1.0,0,3.0,19.73,19.73,69.44,11.04,38993,24
2015-08-09,2015,8,0,1.0,0.0,1.0,0,1.0,21.25,21.1,55.81,12.27,40441,24
2015-08-10,2015,8,1,1.0,0.0,0.0,1,3.0,20.33,20.33,74.02,18.1,35335,24
2015-08-11,2015,8,2,1.0,0.0,0.0,1,7.0,18.31,18.31,64.56,7.44,34318,24
2015-08-12,2015,8,3,1.0,0.0,0.0,1,7.0,18.54,18.54,70.4,16.77,36548,24
2015-08-13,2015,8,4,1.0,0.0,0.0,1,4.0,18.94,18.94,83.9,15.15,25974,24
2015-08-14,2015,8,5,1.0,0.0,0.0,1,7.0,19.02,19.02,85.6,12.54,25419,24
2015-08-15,2015,8,6,1.0,0.0,1.0,0,1.0,17.58,17.58,63.29,13.5,33739,24
2015-08-16,2015,8,0,1.0,0.0,1.0,0,1.0,16.81,16.81,63.42,7.0,30616,24
2015-08-17,2015,8,1,1.0,0.0,0.0,1,1.0,17.81,17.81,55.77,9.67,35695,24
2015-08-18,2015,8,2,1.0,0.0,0.0,1,1.0,17.62,17.62,59.52,16.15,34530,24
2015-08-19,2015,8,3,1.0,0.0,0.0,1,7.0,17.94,17.94,68.5,15.08,31640,24
2015-08-20,2015,8,4,1.0,0.0,0.0,1,7.0,19.04,19.04,81.38,13.81,32554,24
2015-08-21,2015,8,5,1.0,0.0,0.0,1,4.0,22.1,22.1,68.92,14.56,35882,24
2015-08-22,2015,8,6,1.0,0.0,1.0,0,1.0,23.21,23.19,62.77,12.29,44187,24
2015-08-23,2015,8,0,1.0,0.0,1.0,0,1.0,19.5,19.5,68.0,16.85,27001,24
2015-08-24,2015,8,1,1.0,0.0,0.0,1,7.0,15.83,15.83,87.46,13.38,17400,24
2015-08-25,2015,8,2,1.0,0.0,0.0,1,7.0,16.21,16.21,79.33,20.1,28152,24
2015-08-26,2015,8,3,1.0,0.0,0.0,1,7.0,18.25,18.25,80.73,21.98,23738,24
2015-08-27,2015,8,4,1.0,0.0,0.0,1,2.0,16.77,16.77,73.04,17.5,30528,24
2015-08-28,2015,8,5,1.0,0.0,0.0,1,2.0,16.96,16.96,66.94,15.81,32950,24
2015-08-29,2015,8,6,1.0,0.0,1.0,0,7.0,18.29,18.27,72.73,7.77,22618,24
2015-08-30,2015,8,0,1.0,0.0,1.0,0,3.0,17.83,17.83,80.31,10.48,24972,24
2015-08-31,2015,8,1,1.0,1.0,0.0,0,7.0,15.48,15.48,89.54,10.44,9639,24
2015-09-01,2015,9,2,2.0,0.0,0.0,1,7.0,15.48,15.48,79.83,9.5,25556,24
2015-09-02,2015,9,3,2.0,0.0,0.0,1,7.0,14.69,14.69,73.25,10.23,30180,24
2015-09-03,2015,9,4,2.0,0.0,0.0,1,2.0,13.94,13.94,68.75,12.96,30950,24
2015-09-04,2015,9,5,2.0,0.0,0.0,1,2.0,14.29,14.29,65.33,13.12,29709,24
2015-09-05,2015,9,6,2.0,0.0,1.0,0,4.0,13.44,13.44,71.48,11.29,22317,24
2015-09-06,2015,9,0,2.0,0.0,1.0,0,1.0,14.12,13.85,64.71,9.81,29429,24
2015-09-07,2015,9,1,2.0,0.0,0.0,1,3.0,14.33,14.33,72.17,9.81,31692,24
2015-09-08,2015,9,2,2.0,0.0,0.0,1,4.0,14.15,14.15,73.38,8.38,32781,24
2015-09-09,2015,9,3,2.0,0.0,0.0,1,3.0,15.81,15.81,71.65,14.08,33116,24
2015-09-10,2015,9,4,2.0,0.0,0.0,1,2.0,16.19,16.19,71.83,15.0,35734,24
2015-09-11,2015,9,5,2.0,0.0,0.0,1,1.0,16.57,16.57,71.95,16.84,33190,22
2015-09-12,2015,9,6,2.0,0.0,1.0,0,2.0,18.28,18.28,63.81,17.53,27023,18
2015-09-13,2015,9,0,2.0,0.0,1.0,0,2.0,14.02,14.02,73.0,10.96,26166,24
2015-09-14,2015,9,1,2.0,0.0,0.0,1,7.0,14.5,14.5,78.77,18.62,25811,24
2015-09-15,2015,9,2,2.0,0.0,0.0,1,7.0,14.25,14.25,74.96,18.0,28066,24
2015-09-16,2015,9,3,2.0,0.0,0.0,1,7.0,13.75,13.75,89.67,13.42,18653,24
2015-09-17,2015,9,4,2.0,0.0,0.0,1,7.0,14.79,14.79,72.75,16.69,32075,24
2015-09-18,2015,9,5,2.0,0.0,0.0,1,2.0,15.06,15.06,78.4,9.5,29829,24
2015-09-19,2015,9,6,2.0,0.0,1.0,0,3.0,15.2,15.2,70.96,6.98,31826,23
2015-09-20,2015,9,0,2.0,0.0,1.0,0,2.0,15.42,15.42,73.67,11.35,31141,24
2015-09-21,2015,9,1,2.0,0.0,0.0,1,7.0,14.71,14.71,83.56,13.46,23676,24
