dteday,yr,mnth,weekday,season,is_holiday,is_weekend,workingday,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_observed
2016-01-28,2016,1,4,3.0,0.0,0.0,1,1.0,7.88,4.62,65.65,22.27,25324,24
2016-01-29,2016,1,5,3.0,0.0,0.0,1,3.0,11.79,11.62,77.94,33.79,22526,24
2016-01-30,2016,1,6,3.0,0.0,1.0,0,7.0,8.27,5.12,67.85,27.04,16381,24
2016-01-31,2016,1,0,3.0,0.0,1.0,0,7.0,10.04,8.77,79.17,22.5,11019,24
2016-02-01,2016,2,1,3.0,0.0,0.0,1,3.0,12.77,12.6,68.12,34.94,23606,24
2016-02-02,2016,2,2,3.0,0.0,0.0,1,2.0,9.0,5.33,61.19,30.06,24514,24
2016-02-03,2016,2,3,3.0,0.0,0.0,1,3.0,6.23,2.54,68.21,22.12,24436,24
2016-02-04,2016,2,4,3.0,0.0,0.0,1,3.0,10.29,8.98,76.71,21.98,25154,24
2016-02-05,2016,2,5,3.0,0.0,0.0,1,3.0,10.85,10.44,78.94,22.33,22597,24
2016-02-06,2016,2,6,3.0,0.0,1.0,0,7.0,11.04,9.71,75.75,31.08,13126,24
2016-02-07,2016,2,0,3.0,0.0,1.0,0,2.0,8.24,4.59,71.0,27.41,14025,23
2016-02-08,2016,2,1,3.0,0.0,0.0,1,7.0,8.83,4.39,63.17,41.39,19497,18
2016-02-09,2016,2,2,3.0,0.0,0.0,1,2.0,6.33,2.65,68.25,21.38,23308,24
2016-02-10,2016,2,3,3.0,0.0,0.0,1,3.0,6.6,3.35,71.83,18.71,23626,24
2016-02-11,2016,2,4,3.0,0.0,0.0,1,2.0,5.21,3.15,72.62,9.06,25186,24
2016-02-12,2016,2,5,3.0,0.0,0.0,1,3.0,4.75,1.96,83.92,13.04,22819,24
2016-02-13,2016,2,6,3.0,0.0,1.0,0,7.0,4.25,0.67,85.56,18.44,9869,24
2016-02-14,2016,2,0,3.0,0.0,1.0,0,7.0,4.44,1.06,72.88,15.98,13697,24
2016-02-15,2016,2,1,3.0,0.0,0.0,1,2.0,3.67,0.06,75.46,16.31,21789,24
2016-02-16,2016,2,2,3.0,0.0,0.0,1,1.0,3.67,1.81,76.46,9.25,24386,24
2016-02-17,2016,2,3,3.0,0.0,0.0,1,7.0,4.81,2.04,76.52,12.38,19034,24
2016-02-18,2016,2,4,3.0,0.0,0.0,1,7.0,5.27,2.56,71.96,13.21,23517,24
2016-02-19,2016,2,5,3.0,0.0,0.0,1,7.0,6.21,2.88,78.96,19.54,22173,24
2016-02-20,2016,2,6,3.0,0.0,1.0,0,7.0,11.17,10.09,80.83,27.96,10745,23
2016-02-21,2016,2,0,3.0,0.0,1.0,0,3.0,13.21,13.21,79.19,30.79,14670,24
2016-02-22,2016,2,1,3.0,0.0,0.0,1,7.0,9.04,7.19,73.27,16.92,20463,24
2016-02-23,2016,2,2,3.0,0.0,0.0,1,2.0,6.44,4.5,68.04,10.9,25657,24
2016-02-24,2016,2,3,3.0,0.0,0.0,1,2.0,3.83,3.19,69.48,4.77,25481,24
2016-02-25,2016,2,4,3.0,0.0,0.0,1,1.0,3.15,1.17,69.27,8.58,24174,24
2016-02-26,2016,2,5,3.0,0.0,0.0,1,1.0,3.92,1.46,68.69,11.52,23580,24
2016-02-27,2016,2,6,3.0,0.0,1.0,0,4.0,4.88,1.46,62.98,17.77,14745,24
2016-02-28,2016,2,0,3.0,0.0,1.0,0,3.0,5.06,1.38,64.29,19.6,13451,24
2016-02-29,2016,2,1,3.0,0.0,0.0,1,2.0,5.5,3.69,65.54,9.33,23585,24
2016-03-01,2016,3,2,0.0,0.0,0.0,1,7.0,9.35,7.17,80.02,25.33,20704,24
2016-03-02,2016,3,3,0.0,0.0,0.0,1,7.0,6.31,1.79,72.19,31.0,20635,24
2016-03-03,2016,3,4,0.0,0.0,0.0,1,2.0,7.02,3.56,67.65,21.79,24416,24
2016-03-04,2016,3,5,0.0,0.0,0.0,1,2.0,6.08,3.19,65.88,16.85,23970,24
2016-03-05,2016,3,6,0.0,0.0,1.0,0,7.0,3.79,0.67,80.08,14.71,12215,24
2016-03-06,2016,3,0,0.0,0.0,1.0,0,2.0,4.29,1.19,74.54,14.0,12510,24
2016-03-07,2016,3,1,0.0,0.0,0.0,1,2.0,4.79,1.73,65.79,14.65,22672,24
2016-03-08,2016,3,2,0.0,0.0,0.0,1,7.0,5.44,2.62,71.4,15.0,23129,24
2016-03-09,2016,3,3,0.0,0.0,0.0,1,7.0,8.02,5.23,86.83,17.0,19142,24
2016-03-10,2016,3,4,0.0,0.0,0.0,1,4.0,6.79,5.38,83.4,7.52,23504,24
2016-03-11,2016,3,5,0.0,0.0,0.0,1,2.0,5.1,3.79,83.19,7.21,20893,24
2016-03-12,2016,3,6,0.0,0.0,1.0,0,4.0,6.94,6.15,82.19,6.23,21573,24
2016-03-13,2016,3,0,0.0,0.0,1.0,0,4.0,5.33,2.73,81.92,14.67,21687,24
2016-03-14,2016,3,1,0.0,0.0,0.0,1,1.0,6.69,3.29,68.58,20.98,25448,24
2016-03-15,2016,3,2,0.0,0.0,0.0,1,4.0,6.4,4.21,84.75,12.69,25224,24
2016-03-16,2016,3,3,0.0,0.0,0.0,1,3.0,7.29,3.75,73.85,22.08,25322,24
2016-03-17,2016,3,4,0.0,0.0,0.0,1,2.0,6.42,4.42,70.79,12.17,27060,24
2016-03-18,2016,3,5,0.0,0.0,0.0,1,4.0,5.67,3.12,81.5,12.35,23047,24
2016-03-19,2016,3,6,0.0,0.0,1.0,0,4.0,7.21,4.4,72.0,16.19,17903,24
2016-03-20,2016,3,0,0.0,0.0,1.0,0,4.0,7.92,6.0,71.96,12.79,17043,24
2016-03-21,2016,3,1,0.0,0.0,0.0,1,3.0,8.94,8.04,68.69,10.83,25852,24
2016-03-22,2016,3,2,0.0,0.0,0.0,1,1.0,8.67,8.21,65.06,6.0,29150,24
2016-03-23,2016,3,3,0.0,0.0,0.0,1,4.0,8.81,8.21,66.73,6.21,26837,24
2016-03-24,2016,3,4,0.0,0.0,0.0,1,7.0,8.98,6.77,75.92,17.17,19329,24
2016-03-25,2016,3,5,0.0,1.0,0.0,0,7.0,10.69,9.27,66.4,14.12,25236,24
2016-03-26,2016,3,6,0.0,0.0,1.0,0,7.0,10.82,9.5,79.68,22.58,10053,19
2016-03-27,2016,3,0,0.0,0.0,1.0,0,7.0,9.71,7.46,72.75,29.5,8123,14
2016-03-28,2016,3,1,0.0,1.0,0.0,0,7.0,8.88,5.65,72.71,34.62,10216,24
2016-03-29,2016,3,2,0.0,0.0,0.0,1,7.0,8.56,5.85,69.62,23.1,18814,24
2016-03-30,2016,3,3,0.0,0.0,0.0,1,2.0,9.27,7.48,66.15,17.73,26516,24
2016-03-31,2016,3,4,0.0,0.0,0.0,1,2.0,8.79,7.79,63.15,10.67,28304,24
2016-04-01,2016,4,5,0.0,0.0,0.0,1,2.0,8.52,7.9,66.5,11.17,27137,24
2016-04-02,2016,4,6,0.0,0.0,1.0,0,7.0,10.73,9.46,62.12,14.83,24367,24
2016-04-03,2016,4,0,0.0,0.0,1.0,0,7.0,11.56,11.04,77.54,11.31,24941,24
2016-04-04,2016,4,1,0.0,0.0,0.0,1,2.0,11.08,10.5,77.52,13.58,25109,24
2016-04-05,2016,4,2,0.0,0.0,0.0,1,2.0,11.58,10.92,65.71,14.92,30575,24
2016-04-06,2016,4,3,0.0,0.0,0.0,1,7.0,9.5,7.21,65.81,26.44,24002,24
2016-04-07,2016,4,4,0.0,0.0,0.0,1,7.0,7.93,4.76,75.02,21.09,18358,23
2016-04-08,2016,4,5,0.0,0.0,0.0,1,1.0,9.58,8.44,72.42,11.19,27191,24
2016-04-09,2016,4,6,0.0,0.0,1.0,0,7.0,8.98,7.0,70.69,15.83,19704,24
2016-04-10,2016,4,0,0.0,0.0,1.0,0,1.0,8.29,6.38,67.08,20.38,23418,24
2016-04-11,2016,4,1,0.0,0.0,0.0,1,7.0,11.9,11.31,78.62,16.04,24010,24
2016-04-12,2016,4,2,0.0,0.0,0.0,1,7.0,12.17,11.6,66.5,12.9,30745,24
2016-04-13,2016,4,3,0.0,0.0,0.0,1,1.0,12.56,12.35,58.92,7.02,31762,24
2016-04-14,2016,4,4,0.0,0.0,0.0,1,1.0,13.17,12.96,61.48,9.96,30611,24
2016-04-15,2016,4,5,0.0,0.0,0.0,1,7.0,10.6,10.12,86.15,9.27,15761,24
2016-04-16,2016,4,6,0.0,0.0,1.0,0,7.0,7.04,4.35,72.88,15.75,17571,24
2016-04-17,2016,4,0,0.0,0.0,1.0,0,1.0,7.58,6.4,59.08,8.65,26885,24
2016-04-18,2016,4,1,0.0,0.0,0.0,1,3.0,9.52,8.35,60.81,17.08,28220,24
2016-04-19,2016,4,2,0.0,0.0,0.0,1,1.0,11.29,10.35,61.54,12.85,33342,24
2016-04-20,2016,4,3,0.0,0.0,0.0,1,2.0,9.12,7.65,72.27,19.12,34197,24
2016-04-21,2016,4,4,0.0,0.0,0.0,1,2.0,10.62,9.48,67.31,20.19,31612,24
2016-04-22,2016,4,5,0.0,0.0,0.0,1,7.0,9.12,6.83,74.17,19.48,20342,24
2016-04-23,2016,4,6,0.0,0.0,1.0,0,2.0,7.6,5.4,64.54,13.69,21762,24
2016-04-24,2016,4,0,0.0,0.0,1.0,0,7.0,7.27,5.04,65.54,12.85,18597,24
2016-04-25,2016,4,1,0.0,0.0,0.0,1,7.0,8.04,5.73,74.21,18.27,24149,24
2016-04-26,2016,4,2,0.0,0.0,0.0,1,1.0,6.29,2.62,61.62,20.94,27628,24
2016-04-27,2016,4,3,0.0,0.0,0.0,1,7.0,6.56,4.06,63.27,13.75,28157,24
2016-04-28,2016,4,4,0.0,0.0,0.0,1,2.0,7.94,6.17,64.19,16.96,28609,24
2016-04-29,2016,4,5,0.0,0.0,0.0,1,1.0,8.58,5.71,60.44,24.23,25385,24
2016-04-30,2016,4,6,0.0,0.0,1.0,0,1.0,9.08,7.96,55.98,12.27,24698,24
2016-05-01,2016,5,0,0.0,0.0,1.0,0,1.0,11.0,10.62,58.29,12.44,29249,24
2016-05-02,2016,5,1,0.0,1.0,0.0,0,7.0,12.71,12.58,76.12,20.77,19428,24
2016-05-03,2016,5,2,0.0,0.0,0.0,1,2.0,11.71,10.85,54.38,14.65,31962,24
2016-05-04,2016,5,3,0.0,0.0,0.0,1,1.0,13.27,13.0,46.92,11.06,36182,24
2016-05-05,2016,5,4,0.0,0.0,0.0,1,1.0,14.12,13.92,51.0,14.48,38684,24
2016-05-06,2016,5,5,0.0,0.0,0.0,1,1.0,15.06,14.94,62.77,13.4,39589,24
2016-05-07,2016,5,6,0.0,0.0,1.0,0,1.0,17.44,17.38,63.35,13.31,43819,24
2016-05-08,2016,5,0,0.0,0.0,1.0,0,1.0,19.25,19.23,57.15,15.56,44758,24
2016-05-09,2016,5,1,0.0,0.0,0.0,1,7.0,17.71,17.65,65.73,16.15,30507,24
2016-05-10,2016,5,2,0.0,0.0,0.0,1,7.0,15.83,15.83,91.1,14.96,21452,24
2016-05-11,2016,5,3,0.0,0.0,0.0,1,7.0,16.08,16.08,91.35,9.96,27574,24
2016-05-12,2016,5,4,0.0,0.0,0.0,1,1.0,17.71,17.62,69.81,15.67,38082,24
2016-05-13,2016,5,5,0.0,0.0,0.0,1,4.0,13.38,13.02,73.96,18.29,34706,24
2016-05-14,2016,5,6,0.0,0.0,1.0,0,4.0,10.29,8.98,56.75,14.25,30046,24
2016-05-15,2016,5,0,0.0,0.0,1.0,0,1.0,12.19,11.96,58.27,12.4,34302,24
2016-05-16,2016,5,1,0.0,0.0,0.0,1,1.0,14.17,14.1,62.19,8.98,37045,24
2016-05-17,2016,5,2,0.0,0.0,0.0,1,3.0,14.46,14.46,61.98,15.6,36445,24
2016-05-18,2016,5,3,0.0,0.0,0.0,1,7.0,12.92,12.92,79.98,15.23,24111,24
2016-05-19,2016,5,4,0.0,0.0,0.0,1,7.0,14.15,14.15,73.79,16.1,34267,24
2016-05-20,2016,5,5,0.0,0.0,0.0,1,3.0,15.98,15.98,67.0,20.23,35674,24
2016-05-21,2016,5,6,0.0,0.0,1.0,0,7.0,15.94,15.94,74.06,19.25,26373,24
2016-05-22,2016,5,0,0.0,0.0,1.0,0,7.0,15.17,15.17,67.48,9.42,30628,24
2016-05-23,2016,5,1,0.0,0.0,0.0,1,2.0,15.15,15.15,61.6,15.17,35067,24
2016-05-24,2016,5,2,0.0,0.0,0.0,1,3.0,12.94,12.73,63.77,15.27,36184,24
2016-05-25,2016,5,3,0.0,0.0,0.0,1,3.0,11.08,10.38,73.79,11.31,31614,24
2016-05-26,2016,5,4,0.0,0.0,0.0,1,4.0,14.35,14.35,68.73,9.83,37113,24
2016-05-27,2016,5,5,0.0,0.0,0.0,1,1.0,15.1,15.1,71.5,15.6,35708,24
2016-05-28,2016,5,6,0.0,0.0,1.0,0,2.0,14.35,14.31,77.33,11.27,30831,24
2016-05-29,2016,5,0,0.0,0.0,1.0,0,4.0,13.88,13.75,76.92,14.25,30760,24
2016-05-30,2016,5,1,0.0,1.0,0.0,0,4.0,14.42,14.42,75.25,19.94,23697,24
2016-05-31,2016,5,2,0.0,0.0,0.0,1,7.0,12.5,12.5,84.98,23.6,16078,24
2016-06-01,2016,6,3,1.0,0.0,0.0,1,7.0,12.75,12.75,89.25,17.58,26871,24
2016-06-02,2016,6,4,1.0,0.0,0.0,1,3.0,11.38,11.29,83.25,20.02,28901,24
2016-06-03,2016,6,5,1.0,0.0,0.0,1,4.0,11.29,10.5,84.9,12.27,29254,24
2016-06-04,2016,6,6,1.0,0.0,1.0,0,4.0,15.15,15.15,87.15,8.6,29697,24
2016-06-05,2016,6,0,1.0,0.0,1.0,0,3.0,16.42,16.42,79.15,12.0,40229,24
2016-06-06,2016,6,1,1.0,0.0,0.0,1,3.0,15.9,15.83,70.17,14.33,39050,24
2016-06-07,2016,6,2,1.0,0.0,0.0,1,1.0,17.5,17.5,72.21,8.46,34676,24
2016-06-08,2016,6,3,1.0,0.0,0.0,1,7.0,18.48,18.48,73.29,7.38,34196,24
2016-06-09,2016,6,4,1.0,0.0,0.0,1,1.0,15.6,15.6,75.38,11.35,41165,24
2016-06-10,2016,6,5,1.0,0.0,0.0,1,1.0,17.65,17.58,64.23,10.02,39637,24
2016-06-11,2016,6,6,1.0,0.0,1.0,0,7.0,18.17,18.17,73.5,7.06,28628,24
2016-06-12,2016,6,0,1.0,0.0,1.0,0,2.0,17.21,17.21,81.58,11.54,17841,24
2016-06-13,2016,6,1,1.0,0.0,0.0,1,7.0,16.69,16.69,81.25,15.31,27293,24
2016-06-14,2016,6,2,1.0,0.0,0.0,1,7.0,16.17,16.17,81.12,16.88,29852,24
2016-06-15,2016,6,3,1.0,0.0,0.0,1,2.0,16.48,16.48,68.15,15.92,37311,24
2016-06-16,2016,6,4,1.0,0.0,0.0,1,7.0,16.02,16.02,75.56,10.65,31110,24
2016-06-17,2016,6,5,1.0,0.0,0.0,1,7.0,15.52,15.52,80.9,10.0,31641,24
2016-06-18,2016,6,6,1.0,0.0,1.0,0,3.0,14.9,14.9,76.19,11.21,29226,24
2016-06-19,2016,6,0,1.0,0.0,1.0,0,7.0,16.96,16.96,72.69,16.38,30954,24
2016-06-20,2016,6,1,1.0,0.0,0.0,1,7.0,18.06,18.06,80.69,20.38,22057,24
2016-06-21,2016,6,2,1.0,0.0,0.0,1,2.0,18.77,18.77,65.67,16.12,38551,24
2016-06-22,2016,6,3,1.0,0.0,0.0,1,3.0,19.15,19.15,78.92,11.27,36226,24
2016-06-23,2016,6,4,1.0,0.0,0.0,1,7.0,19.94,19.94,89.96,10.6,24852,24
2016-06-24,2016,6,5,1.0,0.0,0.0,1,2.0,19.44,19.44,59.0,21.67,18380,9
2016-06-25,2016,6,6,1.0,0.0,1.0,0,7.0,16.06,16.06,73.46,13.56,25939,24
2016-06-26,2016,6,0,1.0,0.0,1.0,0,7.0,16.6,16.6,71.15,19.27,29112,24
2016-06-27,2016,6,1,1.0,0.0,0.0,1,7.0,18.06,18.06,68.96,16.04,33299,24
2016-06-28,2016,6,2,1.0,0.0,0.0,1,7.0,16.6,16.6,63.04,12.27,31288,24
2016-06-29,2016,6,3,1.0,0.0,0.0,1,7.0,15.44,15.44,78.27,23.02,31210,24
2016-06-30,2016,6,4,1.0,0.0,0.0,1,7.0,17.25,17.25,74.06,18.42,35432,24
2016-07-01,2016,7,5,1.0,0.0,0.0,1,7.0,16.77,16.77,73.29,22.27,27730,24
2016-07-02,2016,7,6,1.0,0.0,1.0,0,2.0,15.48,15.48,65.81,23.75,30322,24
2016-07-03,2016,7,0,1.0,0.0,1.0,0,2.0,16.85,16.85,65.65,14.44,33668,24
2016-07-04,2016,7,1,1.0,0.0,0.0,1,3.0,17.46,17.46,71.94,15.52,37221,24
2016-07-05,2016,7,2,1.0,0.0,0.0,1,3.0,18.04,18.04,63.35,19.48,40463,24
2016-07-06,2016,7,3,1.0,0.0,0.0,1,1.0,17.73,17.62,53.54,9.6,42412,24
2016-07-07,2016,7,4,1.0,0.0,0.0,1,1.0,19.33,19.31,59.9,14.38,39157,24
2016-07-08,2016,7,5,1.0,0.0,0.0,1,2.0,19.62,19.62,66.19,23.12,36842,24
2016-07-09,2016,7,6,1.0,0.0,1.0,0,3.0,20.12,20.12,67.75,19.75,33968,24
2016-07-10,2016,7,0,1.0,0.0,1.0,0,2.0,19.42,19.42,72.29,22.6,29135,24
2016-07-11,2016,7,1,1.0,0.0,0.0,1,7.0,18.04,18.04,73.69,22.0,32420,24
2016-07-12,2016,7,2,1.0,0.0,0.0,1,7.0,15.71,15.71,78.5,15.4,29869,24
2016-07-13,2016,7,3,1.0,0.0,0.0,1,7.0,15.48,15.48,70.44,15.15,35691,24
2016-07-14,2016,7,4,1.0,0.0,0.0,1,1.0,17.21,17.21,59.1,13.46,39923,24
2016-07-15,2016,7,5,1.0,0.0,0.0,1,4.0,17.4,17.4,69.54,16.71,36601,24
2016-07-16,2016,7,6,1.0,0.0,1.0,0,4.0,21.65,21.67,69.88,20.67,38349,24
2016-07-17,2016,7,0,1.0,0.0,1.0,0,2.0,22.98,23.0,67.25,17.85,37769,24
2016-07-18,2016,7,1,1.0,0.0,0.0,1,1.0,23.5,23.38,58.52,8.31,43195,24
2016-07-19,2016,7,2,1.0,0.0,0.0,1,1.0,24.65,24.73,62.6,14.46,46021,24
2016-07-20,2016,7,3,1.0,0.0,0.0,1,2.0,24.98,25.04,59.0,19.04,44664,24
2016-07-21,2016,7,4,1.0,0.0,0.0,1,1.0,20.81,20.81,61.88,11.1,41272,24
2016-07-22,2016,7,5,1.0,0.0,0.0,1,7.0,21.12,21.12,66.92,8.94,35996,24
2016-07-23,2016,7,6,1.0,0.0,1.0,0,1.0,22.12,22.12,64.33,9.98,41466,24
2016-07-24,2016,7,0,1.0,0.0,1.0,0,3.0,20.77,20.77,67.5,16.62,38553,24
2016-07-25,2016,7,1,1.0,0.0,0.0,1,1.0,20.44,20.1,58.92,18.42,40577,24
2016-07-26,2016,7,2,1.0,0.0,0.0,1,2.0,19.75,19.73,61.21,14.15,42021,24
2016-07-27,2016,7,3,1.0,0.0,0.0,1,7.0,20.46,20.46,71.83,16.96,33339,24
2016-07-28,2016,7,4,1.0,0.0,0.0,1,3.0,19.05,19.05,66.0,12.05,31244,22
2016-07-29,2016,7,5,1.0,0.0,0.0,1,2.0,19.9,19.9,72.23,17.71,35353,24
2016-07-30,2016,7,6,1.0,0.0,1.0,0,2.0,19.52,19.4,63.27,10.46,45608,24
2016-07-31,2016,7,0,1.0,0.0,1.0,0,2.0,18.8,18.78,55.48,10.74,44678,23
2016-08-01,2016,8,1,1.0,0.0,0.0,1,7.0,16.81,16.81,67.88,12.58,29749,24
2016-08-02,2016,8,2,1.0,0.0,0.0,1,7.0,18.85,18.85,86.77,17.31,28593,24
2016-08-03,2016,8,3,1.0,0.0,0.0,1,4.0,20.67,20.67,67.65,24.71,40268,24
2016-08-04,2016,8,4,1.0,0.0,0.0,1,3.0,19.23,19.17,62.96,23.83,39082,24
2016-08-05,2016,8,5,1.0,0.0,0.0,1,2.0,19.67,19.5,62.37,16.0,35991,23
2016-08-06,2016,8,6,1.0,0.0,1.0,0,2.0,20.5,20.5,58.73,14.35,41885,24
2016-08-07,2016,8,0,1.0,0.0,1.0,0,4.0,21.65,21.65,64.69,24.44,38076,24
2016-08-08,2016,8,1,1.0,0.0,0.0,1,1.0,18.35,18.35,54.33,21.42,37769,24
2016-08-09,2016,8,2,1.0,0.0,0.0,1,2.0,16.75,16.75,52.21,16.35,39514,24
2016-08-10,2016,8,3,1.0,0.0,0.0,1,1.0,16.23,16.23,59.1,14.44,38430,24
2016-08-11,2016,8,4,1.0,0.0,0.0,1,7.0,18.98,18.98,64.75,20.33,37626,24
2016-08-12,2016,8,5,1.0,0.0,0.0,1,1.0,21.02,21.0,61.62,21.21,40159,24
2016-08-13,2016,8,6,1.0,0.0,1.0,0,1.0,20.31,20.31,61.73,19.52,43041,24
2016-08-14,2016,8,0,1.0,0.0,1.0,0,4.0,19.25,19.06,53.94,9.17,43848,24
2016-08-15,2016,8,1,1.0,0.0,0.0,1,2.0,18.24,18.2,64.83,14.7,40236,23
2016-08-16,2016,8,2,1.0,0.0,0.0,1,2.0,18.02,18.02,68.59,14.05,38911,22
2016-08-17,2016,8,3,1.0,0.0,0.0,1,2.0,19.23,19.23,66.27,12.27,42439,24
2016-08-18,2016,8,4,1.0,0.0,0.0,1,1.0,19.44,19.33,69.08,13.25,38983,24
2016-08-19,2016,8,5,1.0,0.0,0.0,1,7.0,17.85,17.85,83.67,12.54,25593,24
2016-08-20,2016,8,6,1.0,0.0,1.0,0,7.0,17.94,17.94,70.08,26.23,24371,24
2016-08-21,2016,8,0,1.0,0.0,1.0,0,7.0,18.65,18.62,68.44,26.29,28219,24
2016-08-22,2016,8,1,1.0,0.0,0.0,1,2.0,20.75,20.75,68.67,20.31,35693,24
2016-08-23,2016,8,2,1.0,0.0,0.0,1,1.0,23.15,23.04,59.98,10.29,42060,24
2016-08-24,2016,8,3,1.0,0.0,0.0,1,1.0,25.48,25.56,60.1,6.81,40664,24
2016-08-25,2016,8,4,1.0,0.0,0.0,1,1.0,23.98,24.35,66.98,8.31,37742,24
2016-08-26,2016,8,5,1.0,0.0,0.0,1,1.0,23.19,22.98,56.12,10.17,37697,24
2016-08-27,2016,8,6,1.0,0.0,1.0,0,1.0,21.25,21.25,69.25,15.21,32188,24
2016-08-28,2016,8,0,1.0,0.0,1.0,0,3.0,20.02,20.02,74.56,18.23,25849,24
2016-08-29,2016,8,1,1.0,1.0,0.0,0,2.0,19.48,19.42,65.38,8.33,34176,24
2016-08-30,2016,8,2,1.0,0.0,0.0,1,1.0,20.79,20.79,54.83,8.65,39473,24
2016-08-31,2016,8,3,1.0,0.0,0.0,1,1.0,19.81,19.81,63.12,15.33,38989,24
2016-09-01,2016,9,4,2.0,0.0,0.0,1,2.0,19.35,19.28,62.22,13.76,39270,23
2016-09-03,2016,9,6,2.0,0.0,1.0,0,7.0,19.42,19.42,75.42,21.92,15265,12
2016-09-04,2016,9,0,2.0,0.0,1.0,0,3.0,18.85,18.85,69.85,23.4,27512,24
2016-09-05,2016,9,1,2.0,0.0,0.0,1,7.0,19.02,19.02,82.52,9.44,27873,24
2016-09-06,2016,9,2,2.0,0.0,0.0,1,4.0,22.19,22.19,79.29,10.33,37629,24
2016-09-07,2016,9,3,2.0,0.0,0.0,1,4.0,22.56,22.58,66.92,9.56,39816,24
2016-09-08,2016,9,4,2.0,0.0,0.0,1,2.0,20.19,20.04,62.27,19.29,40555,24
2016-09-09,2016,9,5,2.0,0.0,0.0,1,3.0,19.54,19.54,72.62,17.54,36151,24
2016-09-10,2016,9,6,2.0,0.0,1.0,0,7.0,19.17,19.17,80.5,16.33,17080,24
2016-09-11,2016,9,0,2.0,0.0,1.0,0,1.0,16.85,16.75,63.85,9.04,39403,24
2016-09-12,2016,9,1,2.0,0.0,0.0,1,2.0,20.54,20.54,65.12,11.54,39261,24
2016-09-13,2016,9,2,2.0,0.0,0.0,1,1.0,24.79,24.62,62.17,13.52,43573,24
2016-09-14,2016,9,3,2.0,0.0,0.0,1,1.0,23.46,23.48,63.27,10.44,44478,24
2016-09-15,2016,9,4,2.0,0.0,0.0,1,1.0,22.6,22.73,66.83,9.98,42135,24
2016-09-16,2016,9,5,2.0,0.0,0.0,1,7.0,17.33,17.33,79.19,17.33,21967,24
2016-09-17,2016,9,6,2.0,0.0,1.0,0,4.0,15.38,15.38,80.69,19.88,27182,24
2016-09-18,2016,9,0,2.0,0.0,1.0,0,4.0,17.1,17.1,78.19,7.75,29463,24
